LCR,LCR DESC,INC DATETIME,INC NO,LOCATION,DISTRICT
40A,Motor Vehicle Theft,12/01/2015 01:52:00 PM,P15066983,"(35.745066598685106, -78.53667280324542)",SOUTHEAST
40A,Motor Vehicle Theft,12/01/2015 06:45:00 AM,P15066905,"(35.76955256522911, -78.6334940545009)",DOWNTOWN
40A,Motor Vehicle Theft,11/29/2015 09:53:00 PM,P15066630,"(35.797197549854815, -78.58173273024138)",NORTHEAST
40A,Motor Vehicle Theft,11/29/2015 10:02:00 AM,P15066520,"(35.78006518800112, -78.59246961873681)",SOUTHEAST
40A,Motor Vehicle Theft,11/29/2015 02:53:00 AM,P15066488,"(35.899323354492225, -78.6012239193614)",NORTHEAST
40A,Motor Vehicle Theft,11/29/2015 02:48:00 AM,P15066478,"(35.823130912241204, -78.58917982094512)",NORTH
40A,Motor Vehicle Theft,11/28/2015 01:53:00 PM,P15066382,"(35.74514609165128, -78.53893266042061)",SOUTHEAST
40A,Motor Vehicle Theft,11/28/2015 11:15:00 AM,P15066360,"(35.83635556967515, -78.59209408166527)",NORTH
40A,Motor Vehicle Theft,11/27/2015 10:43:00 AM,P15066205,"(35.78173171220724, -78.6889015495194)",SOUTWEST
40A,Motor Vehicle Theft,11/27/2015 08:05:00 AM,P15066184,"(35.81490021895606, -78.58139958398303)",NORTHEAST
40A,Motor Vehicle Theft,11/27/2015 07:22:00 AM,P15066180,"(35.89186508577366, -78.63786782393335)",NORTH
40A,Motor Vehicle Theft,11/26/2015 09:18:00 AM,P15066097,"(35.85316884086427, -78.57624772809999)",NORTHEAST
40A,Motor Vehicle Theft,11/25/2015 05:53:00 PM,P15066006,"(35.837851558314, -78.63790635964796)",NORTH
40A,Motor Vehicle Theft,11/24/2015 08:10:00 AM,P15065688,"(35.8454977408939, -78.57494634635825)",NORTHEAST
40A,Motor Vehicle Theft,11/23/2015 08:45:00 AM,P15065489,"(35.867571145840685, -78.56475438729366)",NORTHEAST
40A,Motor Vehicle Theft,11/22/2015 08:35:00 AM,P15065335,"(35.782110854353355, -78.62984788326371)",DOWNTOWN
40A,Motor Vehicle Theft,11/21/2015 02:27:00 PM,P15065222,"(35.80636082163113, -78.72949153765347)",SOUTWEST
40A,Motor Vehicle Theft,11/19/2015 02:36:00 AM,P15064660,"(35.73043647899773, -78.54363130443168)",SOUTHEAST
40A,Motor Vehicle Theft,11/17/2015 09:03:00 AM,P15064317,"(35.74106320632327, -78.63477105717836)",DOWNTOWN
40A,Motor Vehicle Theft,11/17/2015 08:04:00 AM,P15064301,"(35.89710804195706, -78.7947798124522)",NORTHWEST
40A,Motor Vehicle Theft,11/17/2015 06:45:00 AM,P15064282,"(35.89630295316315, -78.79773301967305)",NORTHWEST
40A,Motor Vehicle Theft,11/16/2015 10:43:00 PM,P15064261,"(35.73199312523096, -78.56511173987522)",SOUTHEAST
40A,Motor Vehicle Theft,11/14/2015 09:08:00 PM,P15063922,"(35.77419387011544, -78.62968716723765)",DOWNTOWN
40A,Motor Vehicle Theft,11/13/2015 05:13:00 PM,P15063711,"(35.785760301969404, -78.72004057555287)",SOUTWEST
40A,Motor Vehicle Theft,11/13/2015 08:31:00 AM,P15063594,"(35.766170431845396, -78.65289038776422)",SOUTWEST
40A,Motor Vehicle Theft,11/13/2015 12:25:00 AM,P15063560,"(35.78491095710245, -78.5441834095206)",SOUTHEAST
40A,Motor Vehicle Theft,11/12/2015 07:08:00 PM,P15063527,"(35.8638841358537, -78.70168655679917)",NORTHWEST
40A,Motor Vehicle Theft,11/12/2015 08:07:00 AM,P15063346,"(35.87583116543462, -78.58568193247064)",NORTH
40A,Motor Vehicle Theft,11/10/2015 02:28:00 PM,P15062986,"(35.9053943214305, -78.60294827235046)",NORTHEAST
40A,Motor Vehicle Theft,11/10/2015 09:57:00 AM,P15062941,"(35.86889449400474, -78.64483733812938)",NORTH
40A,Motor Vehicle Theft,11/10/2015 07:56:00 AM,P15062918,"(35.806337085281214, -78.73439718130047)",SOUTWEST
40A,Motor Vehicle Theft,11/10/2015 12:31:00 AM,P15062889,"(35.854582770651334, -78.70581303607925)",NORTHWEST
40A,Motor Vehicle Theft,11/09/2015 12:28:00 PM,P15062725,"(35.77071982115632, -78.71254408222225)",SOUTWEST
40A,Motor Vehicle Theft,11/09/2015 07:14:00 AM,P15062657,"(35.82318032896584, -78.60162530819134)",NORTH
40A,Motor Vehicle Theft,11/07/2015 11:19:00 AM,P15062366,"(35.79016384456682, -78.64964593992963)",DOWNTOWN
40A,Motor Vehicle Theft,11/07/2015 08:41:00 AM,P15062330,"(35.77976235154385, -78.61273837637144)",SOUTHEAST
40A,Motor Vehicle Theft,11/07/2015 07:24:00 AM,P15062313,"(35.862384284053064, -78.6270868107698)",NORTH
40A,Motor Vehicle Theft,11/07/2015 12:13:00 AM,P15062275,"(35.859474704889756, -78.60082112663112)",NORTH
40A,Motor Vehicle Theft,11/06/2015 09:14:00 AM,P15062091,"(35.777658736730615, -78.63460933674438)",DOWNTOWN
40A,Motor Vehicle Theft,11/05/2015 06:08:00 AM,P15061865,"(35.802694469258796, -78.58251606456098)",NORTHEAST
40A,Motor Vehicle Theft,11/04/2015 07:32:00 PM,P15061787,"(35.77993989496577, -78.63596189067181)",DOWNTOWN
40A,Motor Vehicle Theft,11/04/2015 07:17:00 PM,P15061795,"(35.77837702432757, -78.65008139427262)",DOWNTOWN
40A,Motor Vehicle Theft,11/04/2015 04:36:00 PM,P15061788,"(35.865049648716145, -78.5723630682257)",NORTHEAST
40A,Motor Vehicle Theft,11/04/2015 01:53:00 PM,P15061711,"(35.80766165667688, -78.61540892470417)",SOUTHEAST
40A,Motor Vehicle Theft,11/04/2015 01:13:00 PM,P15061699,"(35.852149240710965, -78.70120714792)",NORTHWEST
40A,Motor Vehicle Theft,11/04/2015 09:51:00 AM,P15061669,"(35.73874510737646, -78.57298006743524)",SOUTHEAST
40A,Motor Vehicle Theft,11/04/2015 08:28:00 AM,P15061660,"(35.83861698035339, -78.59175316067788)",NORTH
40A,Motor Vehicle Theft,11/03/2015 05:48:00 PM,P15061559,"(35.776268143247364, -78.61124770632705)",SOUTHEAST
40A,Motor Vehicle Theft,11/03/2015 10:19:00 AM,P15061447,"(35.75589781320763, -78.56494903794339)",SOUTHEAST
40A,Motor Vehicle Theft,11/03/2015 08:28:00 AM,P15061417,"(35.79644001364574, -78.62135537222775)",SOUTHEAST
40A,Motor Vehicle Theft,11/03/2015 08:27:00 AM,P15061421,"(35.79706506832039, -78.6437261430268)",DOWNTOWN
40A,Motor Vehicle Theft,11/03/2015 07:31:00 AM,P15061406,"(35.74987960695668, -78.61047328728885)",SOUTHEAST
40A,Motor Vehicle Theft,11/02/2015 09:31:00 PM,P15061349,"(35.84563019560334, -78.57319130734145)",NORTHEAST
40A,Motor Vehicle Theft,11/02/2015 09:16:00 PM,P15061346,"(35.792857723595446, -78.55187688319558)",SOUTHEAST
40A,Motor Vehicle Theft,11/02/2015 06:13:00 PM,P15061327,"(35.73224398981452, -78.56429174310163)",SOUTHEAST
40A,Motor Vehicle Theft,11/01/2015 11:21:00 AM,P15060994,"(35.78088888769955, -78.72934566415627)",SOUTWEST
40A,Motor Vehicle Theft,10/31/2015 01:57:00 PM,P15060760,"(35.76890670553301, -78.64869021645013)",DOWNTOWN
40A,Motor Vehicle Theft,10/31/2015 07:47:00 AM,P15060696,"(35.83954555299837, -78.5941121149498)",NORTH
40A,Motor Vehicle Theft,10/30/2015 02:49:00 PM,P15060480,"(35.78977355761164, -78.65068414455246)",SOUTWEST
40A,Motor Vehicle Theft,10/30/2015 09:09:00 AM,P15060418,"(35.829867823703644, -78.62033759558754)",NORTH
40A,Motor Vehicle Theft,10/30/2015 08:32:00 AM,P15060403,"(35.84380804427466, -78.57978316516714)",NORTHEAST
40A,Motor Vehicle Theft,10/30/2015 04:49:00 AM,P15060379,"(35.86618938172562, -78.62665639793993)",NORTH
40A,Motor Vehicle Theft,10/28/2015 09:16:00 PM,P15060093,"(35.79706055100172, -78.5806705351251)",NORTHEAST
11,Homicide/Murder-Nonnegligent Manslaughter,10/27/2015 09:05:00 PM,P15059831,"(35.78003531751689, -78.64416864791457)",DOWNTOWN
40A,Motor Vehicle Theft,10/27/2015 07:39:00 PM,P15059817,"(35.78530075036217, -78.5504975244214)",SOUTHEAST
40A,Motor Vehicle Theft,10/27/2015 04:46:00 PM,P15059767,"(35.8803817204746, -78.70277811210677)",NORTHWEST
40A,Motor Vehicle Theft,10/27/2015 11:33:00 AM,P15059707,"(35.87524469241803, -78.70070115620979)",NORTHWEST
40A,Motor Vehicle Theft,10/27/2015 07:36:00 AM,P15059651,"(35.876278056939704, -78.70037480675398)",NORTHWEST
40A,Motor Vehicle Theft,10/26/2015 04:45:00 PM,P15059546,"(35.84037093528265, -78.59013652531269)",NORTH
40A,Motor Vehicle Theft,10/26/2015 02:22:00 PM,P15059527,"(35.84969048418425, -78.5764619435696)",NORTHEAST
40A,Motor Vehicle Theft,10/24/2015 10:50:00 PM,P15059263,"(35.76060649971421, -78.61314496035429)",SOUTHEAST
40A,Motor Vehicle Theft,10/23/2015 05:25:00 PM,P15059026,"(35.870793326125785, -78.58122309630956)",NORTHEAST
40A,Motor Vehicle Theft,10/23/2015 12:58:00 PM,P15058961,"(35.788781071561225, -78.65041256341948)",SOUTWEST
40A,Motor Vehicle Theft,10/22/2015 09:16:00 AM,P15058682,"(35.850862840225865, -78.5812491157939)",NORTHEAST
40A,Motor Vehicle Theft,10/22/2015 08:43:00 AM,P15058672,"(35.81738934171201, -78.5870990994049)",NORTHEAST
40A,Motor Vehicle Theft,10/22/2015 07:11:00 AM,P15058662,"(35.79718210732615, -78.60899610898251)",SOUTHEAST
40A,Motor Vehicle Theft,10/21/2015 05:33:00 PM,P15058579,"(35.89741429176821, -78.65436195798587)",NORTH
40A,Motor Vehicle Theft,10/21/2015 11:34:00 AM,P15058504,"(35.79199803859371, -78.58312932800955)",SOUTHEAST
40A,Motor Vehicle Theft,10/19/2015 05:22:00 PM,P15058149,"(35.80326764096236, -78.7352468748916)",SOUTWEST
40A,Motor Vehicle Theft,10/19/2015 01:20:00 PM,P15058095,"(35.78817257426119, -78.669894445978)",SOUTWEST
40A,Motor Vehicle Theft,10/19/2015 10:23:00 AM,P15058029,"(35.79030037922121, -78.70516899659641)",SOUTWEST
40A,Motor Vehicle Theft,10/19/2015 10:18:00 AM,P15058019,"(35.73759507861572, -78.53693420299314)",SOUTHEAST
40A,Motor Vehicle Theft,10/19/2015 09:36:00 AM,P15058018,"(35.74627083863644, -78.58530742841255)",SOUTHEAST
40A,Motor Vehicle Theft,10/18/2015 07:45:00 PM,P15057926,"(35.79016876370818, -78.60083916261178)",SOUTHEAST
40A,Motor Vehicle Theft,10/17/2015 10:28:00 PM,P15057779,"(35.79434715879825, -78.70512533238029)",SOUTWEST
40A,Motor Vehicle Theft,10/17/2015 04:57:00 PM,P15057723,"(35.84628471477678, -78.58861209397656)",NORTH
40A,Motor Vehicle Theft,10/17/2015 05:04:00 AM,P15057639,"(35.740802826637534, -78.62235250773512)",SOUTHEAST
40A,Motor Vehicle Theft,10/17/2015 12:36:00 AM,P15057623,"(35.750857750240144, -78.68785366719317)",SOUTWEST
40A,Motor Vehicle Theft,10/16/2015 09:27:00 AM,P15057450,"(35.78204375426118, -78.62261395383685)",SOUTHEAST
40A,Motor Vehicle Theft,10/16/2015 05:55:00 AM,P15057425,"(35.86159825059963, -78.58789194741227)",NORTH
40A,Motor Vehicle Theft,10/14/2015 08:12:00 AM,P15056977,"(35.854802863015344, -78.63400167305197)",NORTH
40A,Motor Vehicle Theft,10/14/2015 08:04:00 AM,P15056968,"(35.800636785754904, -78.61133417354777)",SOUTHEAST
40A,Motor Vehicle Theft,10/14/2015 07:47:00 AM,P15056963,"(35.896892314723615, -78.5711824813833)",NORTHEAST
40A,Motor Vehicle Theft,10/12/2015 12:53:00 AM,P15056532,"(35.74989309067175, -78.60887269208638)",SOUTHEAST
40A,Motor Vehicle Theft,10/10/2015 11:05:00 PM,P15056327,"(35.78844876407514, -78.64874748174901)",DOWNTOWN
40A,Motor Vehicle Theft,10/10/2015 12:09:00 PM,P15056210,"(35.76347802247142, -78.70257353276716)",SOUTWEST
40A,Motor Vehicle Theft,10/09/2015 06:31:00 PM,P15056057,"(35.782788310689014, -78.64589143036002)",DOWNTOWN
40A,Motor Vehicle Theft,10/09/2015 10:02:00 AM,P15055966,"(35.78763136750873, -78.73279533514153)",SOUTWEST
40A,Motor Vehicle Theft,10/09/2015 07:04:00 AM,P15055935,"(35.83489553034544, -78.59712284746963)",NORTH
40A,Motor Vehicle Theft,10/08/2015 02:47:00 PM,P15055812,"(35.79956796225039, -78.62509041735197)",SOUTHEAST
40A,Motor Vehicle Theft,10/08/2015 08:06:00 AM,P15055747,"(35.83662944628678, -78.59846550459714)",NORTH
11,Homicide/Murder-Nonnegligent Manslaughter,10/07/2015 10:04:00 PM,P15055701,"(35.76951450927382, -78.61780807060285)",SOUTHEAST
40A,Motor Vehicle Theft,10/07/2015 06:39:00 PM,P15055655,"(35.81174125990213, -78.53606489261767)",NORTHEAST
40A,Motor Vehicle Theft,10/07/2015 04:27:00 PM,P15055623,"(35.77367563199012, -78.64153241514568)",DOWNTOWN
40A,Motor Vehicle Theft,10/07/2015 03:48:00 AM,P15055497,"(35.784850893689374, -78.5515392912844)",SOUTHEAST
40A,Motor Vehicle Theft,10/06/2015 06:54:00 AM,P15055291,"(35.79133436753722, -78.65807530544026)",SOUTWEST
40A,Motor Vehicle Theft,10/06/2015 05:03:00 AM,P15055288,"(35.75050909643224, -78.63157377116366)",SOUTHEAST
40A,Motor Vehicle Theft,10/05/2015 02:48:00 PM,P15055159,"(35.89430769213062, -78.6489035894776)",NORTH
40A,Motor Vehicle Theft,10/05/2015 02:28:00 PM,P15055154,"(35.85727501715282, -78.71574605499784)",NORTHWEST
40A,Motor Vehicle Theft,10/05/2015 09:22:00 AM,P15055111,"(35.80122882299194, -78.66414357317419)",SOUTWEST
40A,Motor Vehicle Theft,10/05/2015 08:06:00 AM,P15055098,"(35.781675298988695, -78.55120572295803)",SOUTHEAST
40A,Motor Vehicle Theft,10/04/2015 04:36:00 PM,P15055013,"(35.779429174188884, -78.63786918309619)",DOWNTOWN
40A,Motor Vehicle Theft,10/04/2015 02:49:00 PM,P15054994,"(35.771484251139356, -78.62746153295002)",DOWNTOWN
40A,Motor Vehicle Theft,10/03/2015 05:43:00 PM,P15054849,"(35.742777767797214, -78.65194933833912)",SOUTWEST
40A,Motor Vehicle Theft,10/03/2015 01:06:00 PM,P15054795,"(35.76171023200826, -78.58269553948163)",SOUTHEAST
40A,Motor Vehicle Theft,09/30/2015 07:55:00 AM,P15054089,"(35.87293147401164, -78.71973428864132)",NORTHWEST
40A,Motor Vehicle Theft,09/30/2015 07:43:00 AM,P15054090,"(35.85852753614181, -78.65769443554207)",NORTH
40A,Motor Vehicle Theft,09/29/2015 03:17:00 AM,P15053835,"(35.719130495219076, -78.54117010475714)",SOUTHEAST
40A,Motor Vehicle Theft,09/27/2015 04:14:00 AM,P15053466,"(35.749342891583744, -78.64246661730084)",DOWNTOWN
40A,Motor Vehicle Theft,09/26/2015 10:26:00 AM,P15053244,"(35.85823580791624, -78.71412520449759)",NORTHWEST
40A,Motor Vehicle Theft,09/26/2015 07:59:00 AM,P15053230,"(35.745156007159075, -78.65287122913364)",SOUTWEST
40A,Motor Vehicle Theft,09/26/2015 06:37:00 AM,P15053223,"(35.73613685548784, -78.53747054199998)",SOUTHEAST
40A,Motor Vehicle Theft,09/25/2015 11:16:00 PM,P15053185,"(35.89675331545395, -78.80193111530505)",NORTHWEST
40A,Motor Vehicle Theft,09/25/2015 06:48:00 AM,P15052921,"(35.741193585503325, -78.61001143672999)",SOUTHEAST
40A,Motor Vehicle Theft,09/24/2015 05:13:00 PM,P15052830,"(35.74226388026419, -78.65094358746643)",SOUTWEST
40A,Motor Vehicle Theft,09/24/2015 08:19:00 AM,P15052717,"(35.80940894941551, -78.61272480995362)",NORTH
40A,Motor Vehicle Theft,09/24/2015 12:42:00 AM,P15052696,"(35.814166079802824, -78.60265455234314)",NORTHEAST
40A,Motor Vehicle Theft,09/23/2015 01:08:00 PM,P15052568,"(35.7771608151148, -78.60862266348958)",SOUTHEAST
40A,Motor Vehicle Theft,09/23/2015 10:37:00 AM,P15052545,"(35.89500365461922, -78.80209982254954)",NORTHWEST
40A,Motor Vehicle Theft,09/23/2015 09:03:00 AM,P15052519,"(35.74977315827862, -78.64997857070112)",SOUTWEST
40A,Motor Vehicle Theft,09/23/2015 06:41:00 AM,P15052493,"(35.74429143646658, -78.5821322053415)",SOUTHEAST
40A,Motor Vehicle Theft,09/22/2015 10:19:00 PM,P15052459,"(35.771003463666105, -78.58520740221287)",SOUTHEAST
40A,Motor Vehicle Theft,09/22/2015 10:18:00 PM,P15052455,"(35.779024495173154, -78.59230216331288)",SOUTHEAST
40A,Motor Vehicle Theft,09/22/2015 06:37:00 PM,P15052432,"(35.81362787130606, -78.60287882609047)",NORTHEAST
40A,Motor Vehicle Theft,09/22/2015 10:03:00 AM,P15052319,"(35.92336566251178, -78.56705002211912)",NORTHEAST
40A,Motor Vehicle Theft,09/22/2015 07:32:00 AM,P15052294,"(35.91382364471059, -78.78663042317436)",NORTHWEST
40A,Motor Vehicle Theft,09/21/2015 12:32:00 PM,P15052150,"(35.84988446204944, -78.5949339987918)",NORTH
40A,Motor Vehicle Theft,09/21/2015 10:42:00 AM,P15052124,"(35.87974013961788, -78.70235127155297)",NORTHWEST
40A,Motor Vehicle Theft,09/20/2015 11:09:00 PM,P15052063,"(35.73736053271594, -78.53354055101295)",SOUTHEAST
40A,Motor Vehicle Theft,09/20/2015 04:17:00 AM,P15051927,"(35.82844069502284, -78.58616351314863)",NORTH
40A,Motor Vehicle Theft,09/20/2015 03:06:00 AM,P15051912,"(35.77473713224826, -78.64383611001685)",DOWNTOWN
40A,Motor Vehicle Theft,09/18/2015 07:45:00 PM,P15051689,"(35.82932151456154, -78.62659905519098)",NORTH
11,Homicide/Murder-Nonnegligent Manslaughter,09/17/2015 10:39:00 PM,P15051467,"(35.90941599628415, -78.7783160822961)",NORTHWEST
40A,Motor Vehicle Theft,09/17/2015 12:29:00 PM,P15051352,"(35.789215427898604, -78.65184566995971)",SOUTWEST
40A,Motor Vehicle Theft,09/17/2015 11:26:00 AM,P15051357,"(35.83107872999328, -78.62661637915501)",NORTH
40A,Motor Vehicle Theft,09/16/2015 07:32:00 AM,P15051101,"(35.78108389404521, -78.6338385733815)",DOWNTOWN
40A,Motor Vehicle Theft,09/13/2015 06:48:00 PM,P15050562,"(35.746848263803805, -78.64419522920913)",DOWNTOWN
40A,Motor Vehicle Theft,09/12/2015 03:06:00 PM,P15050373,"(35.7438641201298, -78.6667495197637)",SOUTWEST
40A,Motor Vehicle Theft,09/11/2015 11:57:00 PM,P15050263,"(35.86493291003373, -78.6320833271234)",NORTH
40A,Motor Vehicle Theft,09/11/2015 05:20:00 AM,P15050047,"(35.738588461646685, -78.6339980015011)",DOWNTOWN
40A,Motor Vehicle Theft,09/10/2015 03:26:00 PM,P15049931,"(35.81227049187414, -78.5897903126817)",NORTHEAST
40A,Motor Vehicle Theft,09/08/2015 03:40:00 PM,P15049502,"(35.77540697296604, -78.62966173901876)",DOWNTOWN
40A,Motor Vehicle Theft,09/08/2015 07:02:00 AM,P15049419,"(35.90413076983832, -78.75342396569015)",NORTHWEST
40A,Motor Vehicle Theft,09/07/2015 09:22:00 AM,P15049277,"(35.86156386826585, -78.61606976939972)",NORTH
40A,Motor Vehicle Theft,09/06/2015 06:52:00 AM,P15049129,"(35.778062381033216, -78.64616587075861)",DOWNTOWN
40A,Motor Vehicle Theft,09/05/2015 09:36:00 AM,P15048938,"(35.77850663255633, -78.65053197138344)",DOWNTOWN
40A,Motor Vehicle Theft,09/04/2015 05:39:00 AM,P15048681,"(35.82903041772901, -78.58485766971933)",NORTH
40A,Motor Vehicle Theft,09/03/2015 10:24:00 PM,P15048646,"(35.81864228618081, -78.69822144785866)",NORTHWEST
40A,Motor Vehicle Theft,09/03/2015 03:51:00 PM,P15048555,"(35.75922852493391, -78.63767075385745)",DOWNTOWN
40A,Motor Vehicle Theft,09/02/2015 10:26:00 AM,P15048240,"(35.76665100002278, -78.61563609521501)",SOUTHEAST
40A,Motor Vehicle Theft,09/02/2015 07:54:00 AM,P15048203,"(35.847009445840456, -78.57230996890749)",NORTHEAST
40A,Motor Vehicle Theft,09/01/2015 04:20:00 PM,P15048106,"(35.74732812072376, -78.64453725960729)",DOWNTOWN
40A,Motor Vehicle Theft,09/01/2015 03:38:00 PM,P15048095,"(35.76570061276099, -78.65006103574673)",DOWNTOWN
40A,Motor Vehicle Theft,09/01/2015 07:50:00 AM,P15047993,"(35.83266289465396, -78.58844650615589)",NORTH
11,Homicide/Murder-Nonnegligent Manslaughter,08/31/2015 07:11:00 PM,P15047946,"(35.84685858627564, -78.57918982830957)",NORTHEAST
40A,Motor Vehicle Theft,08/31/2015 03:54:00 PM,P15047911,"(35.762397617135115, -78.70160426137802)",SOUTWEST
40A,Motor Vehicle Theft,08/31/2015 03:22:00 PM,P15047912,"(35.78851802267136, -78.58112190714213)",SOUTHEAST
40A,Motor Vehicle Theft,08/31/2015 10:48:00 AM,P15047831,"(35.83838559425837, -78.59134028504384)",NORTH
40A,Motor Vehicle Theft,08/31/2015 08:04:00 AM,P15047786,"(35.77135025947708, -78.7185236220516)",SOUTWEST
40A,Motor Vehicle Theft,08/30/2015 09:33:00 PM,P15047738,"(35.83456216940863, -78.58423849811935)",NORTH
40A,Motor Vehicle Theft,08/30/2015 02:26:00 PM,P15047692,"(35.845187549631554, -78.5787938935578)",NORTHEAST
40A,Motor Vehicle Theft,08/30/2015 07:34:00 AM,P15047665,"(35.77890397059353, -78.62116529505815)",SOUTHEAST
40A,Motor Vehicle Theft,08/30/2015 05:13:00 AM,P15047660,"(35.843461703870304, -78.6104337094929)",NORTH
40A,Motor Vehicle Theft,08/29/2015 07:04:00 AM,P15047469,"(35.96454759760359, -78.55751705263012)",NORTHEAST
40A,Motor Vehicle Theft,08/28/2015 12:17:00 PM,P15047258,"(35.79777370283786, -78.62417341355747)",SOUTHEAST
40A,Motor Vehicle Theft,08/28/2015 08:47:00 AM,P15047221,"(35.871939986008016, -78.58925431324673)",NORTH
40A,Motor Vehicle Theft,08/27/2015 05:35:00 PM,P15047088,"(35.8726918246637, -78.72205158125331)",NORTHWEST
40A,Motor Vehicle Theft,08/27/2015 03:28:00 PM,P15047054,"(35.75870764339311, -78.63722247858793)",DOWNTOWN
40A,Motor Vehicle Theft,08/27/2015 10:42:00 AM,P15047008,"(35.77612955359539, -78.60986384715554)",SOUTHEAST
40A,Motor Vehicle Theft,08/27/2015 10:02:00 AM,P15046997,"(35.7794045626658, -78.72952981651493)",SOUTWEST
40A,Motor Vehicle Theft,08/27/2015 08:25:00 AM,P15046990,"(35.783469235648774, -78.68853631218909)",SOUTWEST
40A,Motor Vehicle Theft,08/25/2015 01:18:00 PM,P15046647,"(35.88197655927224, -78.55014010225734)",NORTHEAST
40A,Motor Vehicle Theft,08/24/2015 03:44:00 PM,P15046448,"(35.78130783412686, -78.62264187847042)",SOUTHEAST
40A,Motor Vehicle Theft,08/24/2015 07:03:00 AM,P15046322,"(35.84570177612587, -78.58495584253525)",NORTH
40A,Motor Vehicle Theft,08/23/2015 09:32:00 PM,P15046279,"(35.84187129354315, -78.59449087079199)",NORTH
40A,Motor Vehicle Theft,08/23/2015 07:14:00 PM,P15046264,"(35.791166992490616, -78.68865327326924)",SOUTWEST
40A,Motor Vehicle Theft,08/23/2015 01:54:00 PM,P15046215,"(35.85662597108212, -78.63977169889996)",NORTH
40A,Motor Vehicle Theft,08/23/2015 07:39:00 AM,P15046174,"(35.74325322008769, -78.65075348196422)",SOUTWEST
40A,Motor Vehicle Theft,08/22/2015 07:33:00 AM,P15045955,"(35.838566943148166, -78.56317342323399)",NORTHEAST
40A,Motor Vehicle Theft,08/21/2015 12:56:00 PM,P15045760,"(35.749235786178126, -78.65247012440149)",SOUTWEST
40A,Motor Vehicle Theft,08/20/2015 07:21:00 PM,P15045626,"(35.726803249401385, -78.54760803949713)",SOUTHEAST
40A,Motor Vehicle Theft,08/20/2015 07:11:00 PM,P15045623,"(35.7529749157989, -78.60440749409459)",SOUTHEAST
40A,Motor Vehicle Theft,08/20/2015 05:55:00 PM,P15045620,"(35.86530180239937, -78.57217583060981)",NORTHEAST
40A,Motor Vehicle Theft,08/20/2015 04:28:00 PM,P15045594,"(35.806219652893745, -78.61305389796937)",SOUTHEAST
40A,Motor Vehicle Theft,08/20/2015 04:24:00 PM,P15045592,"(35.75892599467198, -78.63753873380038)",DOWNTOWN
40A,Motor Vehicle Theft,08/19/2015 08:39:00 AM,P15045298,"(35.75043339679083, -78.55810421119911)",SOUTHEAST
40A,Motor Vehicle Theft,08/18/2015 07:36:00 AM,P15045057,"(35.748600903820886, -78.6026110252472)",SOUTHEAST
40A,Motor Vehicle Theft,08/17/2015 11:57:00 PM,P15045036,"(35.74025946575124, -78.63628310325105)",DOWNTOWN
40A,Motor Vehicle Theft,08/17/2015 11:06:00 AM,P15044879,"(35.871516013940656, -78.59621007015569)",NORTH
40A,Motor Vehicle Theft,08/17/2015 07:03:00 AM,P15044850,"(35.78439708231634, -78.55155886648552)",SOUTHEAST
40A,Motor Vehicle Theft,08/16/2015 03:59:00 PM,P15044757,"(35.78380816387855, -78.5803334240281)",SOUTHEAST
40A,Motor Vehicle Theft,08/15/2015 12:01:00 PM,P15044540,"(35.78106454300437, -78.62149815817482)",SOUTHEAST
40A,Motor Vehicle Theft,08/15/2015 09:07:00 AM,P15044517,"(35.725985498782606, -78.53569979909726)",SOUTHEAST
40A,Motor Vehicle Theft,08/15/2015 08:21:00 AM,P15044516,"(35.788412972184794, -78.64749432265053)",DOWNTOWN
40A,Motor Vehicle Theft,08/15/2015 03:00:00 AM,P15044479,"(35.77557579021611, -78.638910252978)",DOWNTOWN
40A,Motor Vehicle Theft,08/14/2015 02:41:00 AM,P15044253,"(35.780393942613095, -78.61362786121482)",SOUTHEAST
40A,Motor Vehicle Theft,08/14/2015 12:54:00 AM,P15044245,"(35.846746012685905, -78.57381088694828)",NORTHEAST
40A,Motor Vehicle Theft,08/13/2015 09:01:00 PM,P15044214,"(35.785079708688315, -78.59335121867771)",SOUTHEAST
40A,Motor Vehicle Theft,08/13/2015 10:03:00 AM,P15044086,"(35.748903864123996, -78.6895944194478)",SOUTWEST
40A,Motor Vehicle Theft,08/12/2015 05:04:00 AM,P15043832,"(35.87065683797353, -78.56570131715982)",NORTHEAST
40A,Motor Vehicle Theft,08/11/2015 11:02:00 PM,P15043805,"(35.76645428627629, -78.59815296172475)",SOUTHEAST
40A,Motor Vehicle Theft,08/11/2015 09:15:00 PM,P15043792,"(35.829851342558, -78.62783857556407)",NORTH
40A,Motor Vehicle Theft,08/11/2015 01:20:00 PM,P15043700,"(35.79257084901911, -78.65614559095462)",DOWNTOWN
